Valeur debitee;Type;Date
4.71;pkiielvpvirl;27/09/2010
3.52;uepkpzeielvv;04/10/2009
-3.94;pkiielvpvirl;18/11/2002
3.03;pkiielvpvirl;08/06/2008
6.48;krivirv;16/08/2004
6.33;uepkpzeielvv;24/06/2007
1.34;pkiielvpvirl;18/08/2011
0.59;uepkpzeielvv;07/11/2004
-4.53;vplve;14/01/2012
-13.50;uepkpzeielvv;18/03/2000
-8.49;uepkpzeielvv;26/07/2004
-5.78;krivirv;03/02/2007
-5.43;zriiulizpvirl;06/05/2009
-2.64;uepkpzeielvv;29/03/2007
8.43;krivirv;14/12/2002
2.29;puiilivvrpvirl;22/09/2008
11.04;vplve;22/08/2011
-9.09;krivirv;13/11/2008
6.28;pkiielvpvirl;12/10/2007
-15.71;uepkpzeielvv;21/02/2005
9.17;krivirv;21/09/2002
-9.11;zriiulizpvirl;11/02/2004
1.67;zriiulizpvirl;26/12/2002
-16.52;zriiulizpvirl;03/08/2004
-16.55;zriiulizpvirl;05/03/2004
12.73;zriiulizpvirl;14/03/2005
10.64;zriiulizpvirl;12/11/2005
-6.88;zriiulizpvirl;19/09/2003
-4.30;zriiulizpvirl;08/06/2003
-12.71;zriiulizpvirl;29/06/2004
3.95;zriiulizpvirl;20/05/2007
-0.70;krivirv;09/02/2008
-1.75;krivirv;20/01/2009
-13.77;krivirv;16/02/2010
-16.49;pkiielvpvirl;09/05/2002
1.77;krivirv;10/06/2004
13.03;krivirv;24/06/2006
-2.64;uepkpzeielvv;01/03/2006
-9.01;uepkpzeielvv;07/01/2006
-9.05;uepkpzeielvv;19/08/2006
16.11;pkiielvpvirl;06/10/2009
6.70;uepkpzeielvv;20/09/2006
3.39;vplve;19/04/2011
-4.91;uepkpzeielvv;04/08/2001
14.34;uepkpzeielvv;06/12/2002
17.02;zriiulizpvirl;17/06/2010
-12.07;uepkpzeielvv;13/12/2001
-13.86;pkiielvpvirl;14/05/2006
-2.82;pkiielvpvirl;30/04/2003
7.62;pkiielvpvirl;25/09/2003
-16.87;uepkpzeielvv;29/07/2000
8.73;uepkpzeielvv;14/07/2002
-2.65;zriiulizpvirl;10/01/2005
8.37;opbivpvirl;31/05/2008
-9.89;uepkpzeielvv;05/09/2005
-3.79;krivirv;13/03/2005
14.99;pkiielvpvirl;05/06/2004
-16.37;pkiielvpvirl;27/08/2002
1.21;krivirv;25/01/2003
-7.82;krivirv;10/06/2002
-13.92;pkiielvpvirl;29/04/2004
-8.25;uepkpzeielvv;15/09/2007
-2.15;uepkpzeielvv;13/02/2002
1.03;zriiulizpvirl;29/12/2002
-9.53;krivirv;12/05/2007
-15.75;puiilivvrpvirl;07/01/2009
6.31;krivirv;23/05/2010
-15.67;krivirv;17/01/2012
2.33;uepkpzeielvv;30/05/2002
-5.18;pkiielvpvirl;08/11/2000
2.66;zriiulizpvirl;04/06/2009
7.13;krivirv;09/01/2005
-4.54;pkiielvpvirl;19/11/2004
-14.26;zriiulizpvirl;17/09/2006
-5.13;uepkpzeielvv;20/03/2002
12.47;krivirv;23/04/2011
-6.77;pkiielvpvirl;06/11/2007
11.30;uepkpzeielvv;10/04/2002
-14.55;pkiielvpvirl;01/03/2003
-2.43;krivirv;15/04/2009
4.50;uepkpzeielvv;13/08/2001
9.64;uepkpzeielvv;03/01/2001
-0.29;krivirv;12/11/2002
3.08;zriiulizpvirl;13/11/2011
-15.75;krivirv;20/11/2000
3.31;uepkpzeielvv;01/08/2002
-2.60;uepkpzeielvv;19/10/2002
7.47;uepkpzeielvv;28/02/2000
12.50;pkiielvpvirl;22/05/2004
2.78;pkiielvpvirl;03/09/2003
13.05;krivirv;18/06/2006
-1.63;zriiulizpvirl;20/07/2002
3.48;pkiielvpvirl;23/09/2006
-12.09;krivirv;11/09/2010
-13.92;pkiielvpvirl;27/06/2002
14.03;uepkpzeielvv;16/11/2000
-7.52;uepkpzeielvv;12/07/2002
-9.40;pkiielvpvirl;20/04/2011
-7.04;uepkpzeielvv;31/08/2000
-10.67;krivirv;03/12/2002
6.53;uepkpzeielvv;28/12/2000
-0.51;zriiulizpvirl;20/11/2002
-3.83;puiilivvrpvirl;07/12/2007
-6.32;krivirv;16/11/2006
-9.26;uepkpzeielvv;09/06/2008
12.51;pkiielvpvirl;06/02/2009
9.76;pkiielvpvirl;15/07/2004
8.71;zriiulizpvirl;08/03/2011
-5.72;zriiulizpvirl;04/05/2002
-5.07;uepkpzeielvv;03/02/2006
7.93;zriiulizpvirl;24/09/2002
-11.44;uepkpzeielvv;19/03/2002
-6.58;pkiielvpvirl;10/12/2002
-3.51;pkiielvpvirl;09/09/2002
-14.95;zriiulizpvirl;15/08/2002
-0.77;krivirv;07/10/2004
14.97;krivirv;15/11/2007
3.28;uepkpzeielvv;25/03/2006
2.78;uepkpzeielvv;05/03/2003
-13.24;pkiielvpvirl;12/09/2003
-12.50;pkiielvpvirl;08/08/2003
-0.24;uepkpzeielvv;17/07/2000
-0.91;uepkpzeielvv;17/10/2009
-14.73;pkiielvpvirl;08/12/2001
-11.77;uepkpzeielvv;21/05/2001
-8.29;krivirv;15/05/2003
5.05;vrpvpik;01/04/2005
10.67;puiilivvrpvirl;07/01/2006
-14.08;puiilivvrpvirl;02/01/2006
-11.11;uepkpzeielvv;08/05/2005
15.78;krivirv;07/12/2007
0.70;vrpvpik;12/01/2010
-9.10;uepkpzeielvv;28/06/2002
-7.86;krivirv;30/09/2000
10.99;uepkpzeielvv;23/11/2002
12.71;uepkpzeielvv;26/02/2001
11.03;krivirv;23/08/2005
-3.39;uepkpzeielvv;13/05/2005
10.58;pkiielvpvirl;26/09/2004
15.33;zriiulizpvirl;12/07/2011
-8.12;vplve;26/09/2010
4.04;krivirv;30/03/2005
10.98;pkiielvpvirl;31/12/2009
5.94;zriiulizpvirl;17/08/2009
7.41;uepkpzeielvv;17/07/2003
13.94;uepkpzeielvv;11/06/2002
13.22;uepkpzeielvv;31/01/2003
8.20;krivirv;18/06/2002
-4.83;uepkpzeielvv;10/07/2000
-1.54;krivirv;15/09/2009
-11.38;krivirv;05/12/2003
3.50;uepkpzeielvv;23/02/2003
3.03;pkiielvpvirl;23/01/2012
-5.37;krivirv;21/12/2006
-2.06;uepkpzeielvv;24/11/2001
-13.01;zriiulizpvirl;10/06/2001
-0.05;pkiielvpvirl;24/09/2007
-2.40;pkiielvpvirl;13/08/2002
-13.14;uepkpzeielvv;25/10/2000
14.77;uepkpzeielvv;04/09/2002
10.28;krivirv;04/10/2009
-9.24;zriiulizpvirl;14/05/2002
-7.83;pkiielvpvirl;29/03/2003
-13.77;pkiielvpvirl;18/09/2001
-4.44;uepkpzeielvv;03/10/2003
-14.91;pkiielvpvirl;04/12/2000
8.67;krivirv;03/02/2008
-10.57;pkiielvpvirl;10/12/2007
-1.64;zriiulizpvirl;25/08/2011
-1.04;uepkpzeielvv;15/02/2003
9.33;pkiielvpvirl;09/03/2002
-11.96;pkiielvpvirl;10/07/2003
-8.35;pkiielvpvirl;03/10/2000
13.85;krivirv;16/09/2001
8.85;krivirv;08/05/2001
-11.66;krivirv;15/06/2002
-7.51;krivirv;25/02/2001
-11.91;krivirv;17/08/2002
0.45;krivirv;18/09/2003
0.31;krivirv;27/03/2002
13.47;krivirv;08/01/2006
-9.21;krivirv;12/09/2006
9.90;krivirv;01/07/2008
-4.36;krivirv;15/12/2005
15.29;zriiulizpvirl;12/09/2002
13.99;pkiielvpvirl;08/01/2004
0.62;uepkpzeielvv;10/04/2003
15.09;uepkpzeielvv;22/12/2006
9.30;pkiielvpvirl;11/12/2004
10.34;zriiulizpvirl;07/03/2000
-11.14;krivirv;22/10/2002
8.97;uepkpzeielvv;10/06/2009
-8.13;uepkpzeielvv;26/09/2002
3.06;uepkpzeielvv;02/06/2001
4.97;pkiielvpvirl;09/02/2007
12.93;uepkpzeielvv;30/01/2005
5.35;krivirv;07/01/2003
-5.01;pkiielvpvirl;13/05/2005
-11.16;krivirv;31/08/2005
-13.08;pkiielvpvirl;01/01/2007
-13.53;krivirv;14/10/2006
10.56;krivirv;22/05/2000
-6.66;krivirv;02/04/2000
0.98;krivirv;27/09/2000
-1.97;krivirv;04/02/2000
0.41;krivirv;21/11/2002
9.27;uepkpzeielvv;16/11/2000
10.79;krivirv;07/08/2002
3.91;uepkpzeielvv;05/08/2002
7.39;uepkpzeielvv;11/04/2003
12.66;pkiielvpvirl;03/08/2002
1.92;zriiulizpvirl;17/06/2003
13.52;uepkpzeielvv;06/04/2007
11.40;uepkpzeielvv;12/07/2008
13.47;uepkpzeielvv;27/02/2009
11.45;uepkpzeielvv;25/07/2009
-0.93;uepkpzeielvv;02/03/2006
12.68;pkiielvpvirl;25/06/2008
-8.51;pkiielvpvirl;25/11/2003
11.54;pkiielvpvirl;19/07/2008
9.51;pkiielvpvirl;30/08/2003
-10.93;pkiielvpvirl;16/05/2004
9.27;pkiielvpvirl;05/03/2009
10.93;krivirv;13/08/2010
-8.18;uepkpzeielvv;01/09/2005
11.22;krivirv;14/06/2008
-11.42;uepkpzeielvv;07/11/2004
-7.14;uepkpzeielvv;10/11/1999
-7.12;krivirv;25/12/2002
-0.51;pkiielvpvirl;20/11/2001
-6.70;krivirv;11/01/2003
-14.99;krivirv;11/10/2001
1.27;krivirv;15/10/2002
-8.37;krivirv;12/04/2004
12.22;krivirv;26/10/2005
4.05;krivirv;08/03/2004
-14.99;pkiielvpvirl;14/06/2006
6.40;krivirv;26/06/2006
-3.57;uepkpzeielvv;27/11/2005
8.53;krivirv;11/05/2007
8.30;krivirv;22/07/2005
9.91;krivirv;11/06/2007
12.22;uepkpzeielvv;25/04/2007
3.43;krivirv;10/09/2008
12.15;krivirv;03/01/2008
12.29;krivirv;09/11/2009
8.92;vrpvpik;13/11/2009
-14.07;uepkpzeielvv;30/09/2007
-11.65;pkiielvpvirl;24/04/2010
12.99;pkiielvpvirl;08/06/2008
-10.38;krivirv;20/01/2009
11.12;krivirv;12/10/2011
-0.03;krivirv;15/09/2007
-6.88;krivirv;31/07/2007
2.33;krivirv;04/04/2006
0.85;krivirv;17/11/2007
-8.29;krivirv;30/05/2007
-1.67;krivirv;07/10/2008
9.17;krivirv;06/06/2006
-12.54;krivirv;19/02/2008
-5.46;krivirv;29/07/2008
6.15;krivirv;14/12/2006
-1.31;krivirv;16/12/2007
-8.29;krivirv;13/12/2008
7.86;krivirv;11/11/2008
-14.76;krivirv;01/06/2007
8.78;krivirv;11/03/2009
-14.55;krivirv;11/10/2007
-1.14;krivirv;23/11/2007
5.10;krivirv;12/01/2008
8.48;krivirv;12/03/2009
-9.92;krivirv;03/09/2008
-9.39;krivirv;03/01/2008
6.36;krivirv;10/08/2009
-3.58;krivirv;13/09/2009
2.40;krivirv;08/02/2010
9.73;krivirv;13/06/2008
-3.51;krivirv;21/05/2009
6.06;krivirv;10/07/2008
-2.74;krivirv;08/08/2009
-4.78;krivirv;21/01/2010
7.13;krivirv;06/03/2008
0.04;krivirv;22/03/2010
-7.60;krivirv;07/05/2010
-1.23;krivirv;09/07/2010
9.13;krivirv;15/08/2010
-2.70;krivirv;07/02/2009
-1.04;krivirv;10/04/2010
3.32;krivirv;11/04/2010
10.66;krivirv;04/06/2010
9.57;krivirv;02/06/2009
2.64;krivirv;18/01/2009
-12.56;krivirv;23/04/2009
-7.97;krivirv;22/10/2010
10.48;krivirv;17/02/2010
-2.93;krivirv;23/07/2010
2.00;krivirv;05/03/2009
7.30;krivirv;29/12/2009
1.21;krivirv;30/03/2010
-13.79;krivirv;29/04/2010
-1.76;krivirv;18/11/2010
-13.31;krivirv;20/09/2009
10.78;krivirv;02/03/2009
11.47;krivirv;24/04/2010
5.12;krivirv;11/02/2011
2.93;krivirv;04/07/2008
8.55;krivirv;22/12/2009
12.36;krivirv;23/05/2009
2.54;krivirv;18/08/2011
3.42;krivirv;28/12/2010
-13.82;krivirv;02/11/2010
-4.30;krivirv;05/07/2011
0.74;krivirv;03/06/2010
13.65;krivirv;03/01/2010
-11.62;krivirv;10/05/2010
-8.03;krivirv;23/03/2012
6.04;krivirv;25/11/2010
11.96;krivirv;14/02/2012
-1.37;krivirv;29/11/2011
-6.06;krivirv;15/06/2001
9.75;krivirv;25/03/2010
2.61;pkiielvpvirl;23/05/2009
-11.87;krivirv;19/01/2010
13.04;krivirv;18/06/2010
-4.26;zriiulizpvirl;24/04/2004
-6.32;zriiulizpvirl;20/11/2004
-2.03;zriiulizpvirl;20/01/2005
11.28;zriiulizpvirl;27/12/2004
-3.24;zriiulizpvirl;21/04/2004
8.57;zriiulizpvirl;01/08/2005
12.87;zriiulizpvirl;08/06/2005
-7.05;zriiulizpvirl;04/06/2006
-5.86;zriiulizpvirl;13/10/2004
6.74;zriiulizpvirl;13/01/2006
-13.63;zriiulizpvirl;11/12/2005
12.54;krivirv;27/09/2006
-6.33;zriiulizpvirl;23/08/2006
-3.12;zriiulizpvirl;13/06/2006
-3.97;zriiulizpvirl;25/04/2005
14.49;zriiulizpvirl;25/02/2005
0.92;krivirv;02/06/2008
1.23;pkiielvpvirl;09/08/2002
-8.87;uepkpzeielvv;28/06/2002
-11.51;krivirv;19/10/2010
6.07;pkiielvpvirl;25/05/2002
-9.99;krivirv;04/01/2011
-7.97;pkiielvpvirl;22/02/2001
-1.17;pkiielvpvirl;27/04/2011
13.14;uepkpzeielvv;06/09/2011
-3.02;uepkpzeielvv;30/01/2002
4.76;krivirv;01/11/2005
-2.37;krivirv;14/04/2005
-11.70;pkiielvpvirl;24/09/2004
-1.41;pkiielvpvirl;23/05/2004
-4.26;krivirv;25/02/2010
-4.13;uepkpzeielvv;29/09/2007
2.24;krivirv;29/07/2009
-14.52;uepkpzeielvv;20/03/2004
-8.55;uepkpzeielvv;08/09/2005
-1.08;zriiulizpvirl;03/03/2008
-12.64;pkiielvpvirl;11/01/2002
13.89;pkiielvpvirl;05/08/2008
9.93;krivirv;08/03/2005
0.30;uepkpzeielvv;08/08/2007
-11.93;zriiulizpvirl;01/02/2010
-12.41;krivirv;01/05/2002
-10.77;zriiulizpvirl;02/04/2010
10.56;krivirv;01/04/2004
-12.08;zriiulizpvirl;22/04/2007
-10.36;krivirv;23/11/2008
13.70;krivirv;28/10/2008
-11.23;krivirv;07/02/2009
-2.78;krivirv;10/11/2006
-0.22;krivirv;02/06/2007
-5.64;krivirv;06/05/2007
-2.87;krivirv;07/05/2009
9.00;krivirv;27/05/2010
0.65;krivirv;16/01/2009
9.64;krivirv;29/04/2010
-12.14;krivirv;23/02/2009
-3.25;puiilivvrpvirl;11/08/2011
-12.10;pkiielvpvirl;07/09/2000
10.67;pkiielvpvirl;25/05/2001
-12.81;krivirv;25/01/2009
1.94;zriiulizpvirl;05/12/2011
-4.72;zriiulizpvirl;08/05/2012
-4.44;uepkpzeielvv;09/09/2003
-7.01;uepkpzeielvv;09/10/2003
-10.08;zriiulizpvirl;24/05/2006
-0.24;zriiulizpvirl;30/08/2005
12.32;zriiulizpvirl;16/04/2005
11.68;zriiulizpvirl;12/10/2005
-2.07;zriiulizpvirl;08/09/2006
-4.59;zriiulizpvirl;07/07/2005
-12.65;zriiulizpvirl;27/06/2005
0.85;zriiulizpvirl;20/05/2007
-8.00;zriiulizpvirl;10/02/2007
9.37;zriiulizpvirl;04/11/2005
-13.42;zriiulizpvirl;02/04/2008
-10.94;zriiulizpvirl;12/04/2007
-2.58;zriiulizpvirl;28/04/2008
5.99;zriiulizpvirl;13/11/2007
4.34;zriiulizpvirl;18/12/2006
11.68;krivirv;13/04/2008
-9.78;zriiulizpvirl;23/12/2007
13.73;zriiulizpvirl;28/10/2008
1.90;zriiulizpvirl;25/08/2008
-13.43;zriiulizpvirl;09/10/2008
-7.52;zriiulizpvirl;15/09/2007
8.83;zriiulizpvirl;31/12/2008
-4.97;zriiulizpvirl;18/01/2009
-14.27;zriiulizpvirl;15/07/2008
2.82;zriiulizpvirl;13/07/2008
10.30;zriiulizpvirl;01/03/2009
-11.79;zriiulizpvirl;18/08/2009
-8.72;zriiulizpvirl;01/05/2008
7.06;zriiulizpvirl;17/09/2010
6.98;zriiulizpvirl;06/11/2009
12.06;zriiulizpvirl;19/09/2009
-9.14;zriiulizpvirl;08/12/2009
-10.65;zriiulizpvirl;11/08/2010
8.41;zriiulizpvirl;29/09/2009
2.10;zriiulizpvirl;05/05/2010
5.63;zriiulizpvirl;04/01/2011
-12.45;zriiulizpvirl;12/12/2010
2.55;zriiulizpvirl;14/04/2009
5.79;zriiulizpvirl;28/06/2009
-13.69;zriiulizpvirl;09/04/2010
12.59;zriiulizpvirl;28/05/2011
-9.69;pkiielvpvirl;27/04/2012
-14.24;zriiulizpvirl;10/05/2012
4.18;zriiulizpvirl;03/03/2010
-13.69;zriiulizpvirl;19/06/2012
7.89;zriiulizpvirl;13/08/2011
-5.08;zriiulizpvirl;29/04/2012
1.79;zriiulizpvirl;19/09/2012
13.32;pkiielvpvirl;29/04/2004
0.90;uepkpzeielvv;13/03/2004
11.98;uepkpzeielvv;28/04/2006
8.12;uepkpzeielvv;10/05/2002
11.29;uepkpzeielvv;15/08/2002
12.78;pkiielvpvirl;22/02/2004
-5.88;zriiulizpvirl;11/06/2010
-10.83;puiilivvrpvirl;01/06/2010
-12.46;krivirv;14/08/2010
11.08;puiilivvrpvirl;04/07/2011
-5.90;uepkpzeielvv;25/08/2001
13.56;uepkpzeielvv;16/11/2001
-13.79;vplve;08/05/2012
8.61;vplve;23/01/2012
-6.10;vplve;21/05/2011
-4.61;krivirv;20/02/2010
3.34;zriiulizpvirl;02/05/2002
-0.68;vplve;27/11/2011
14.01;zriiulizpvirl;08/11/2001
8.07;krivirv;01/10/2004
13.28;uepkpzeielvv;16/05/2007
-5.93;uepkpzeielvv;21/06/2006
1.57;uepkpzeielvv;03/05/2009
10.63;zriiulizpvirl;17/09/2012
10.09;pkiielvpvirl;28/10/2009
8.77;zriiulizpvirl;03/06/2001
0.28;pkiielvpvirl;20/11/2003
-10.39;krivirv;04/10/2008
-6.30;puiilivvrpvirl;11/05/2008
4.52;uepkpzeielvv;22/09/2007
7.46;zriiulizpvirl;19/07/2000
8.38;krivirv;28/08/2009
11.85;pkiielvpvirl;06/05/2004
-8.70;pkiielvpvirl;29/08/2001
-3.30;pkiielvpvirl;21/03/2010
-11.98;pkiielvpvirl;22/08/2002
-10.89;uepkpzeielvv;18/08/2009
12.72;krivirv;04/04/2001
11.66;pkiielvpvirl;09/02/2006
7.47;krivirv;19/03/2005
2.90;pkiielvpvirl;28/06/2012
7.30;vrpvpik;30/01/2011
-8.53;pkiielvpvirl;15/06/2004
9.59;uepkpzeielvv;02/09/2001
1.99;uepkpzeielvv;24/03/2002
-9.09;pkiielvpvirl;24/03/2008
-3.21;zriiulizpvirl;21/12/2000
-1.01;uepkpzeielvv;29/12/2005
8.10;uepkpzeielvv;07/04/2005
1.91;uepkpzeielvv;04/04/2004
10.25;uepkpzeielvv;14/05/2006
-13.17;uepkpzeielvv;17/04/2004
3.20;uepkpzeielvv;28/12/2003
12.95;uepkpzeielvv;19/01/2006
3.93;uepkpzeielvv;12/09/2004
-11.74;uepkpzeielvv;19/10/2005
-8.52;uepkpzeielvv;19/05/2004
3.06;uepkpzeielvv;15/02/2005
-1.10;uepkpzeielvv;07/10/2005
5.11;uepkpzeielvv;28/05/2005
7.74;uepkpzeielvv;21/12/2005
-0.82;uepkpzeielvv;12/01/2002
-3.57;pkiielvpvirl;27/08/2003
-5.08;zriiulizpvirl;21/11/2011
13.01;pkiielvpvirl;17/02/2009
11.04;uepkpzeielvv;22/02/2002
7.77;zriiulizpvirl;02/06/2002
-12.05;vrpvpik;10/07/2002
-9.16;krivirv;22/09/2000
-8.88;pkiielvpvirl;21/08/2000
-4.74;pkiielvpvirl;25/09/2002
-9.87;vrpvpik;14/05/2003
-11.84;krivirv;23/09/2003
12.90;krivirv;27/09/2003
2.20;krivirv;15/11/2005
9.60;krivirv;29/06/2005
7.60;puiilivvrpvirl;15/05/2008
-0.29;puiilivvrpvirl;14/02/2008
-1.47;krivirv;17/06/2006
10.06;krivirv;17/12/2010
-12.57;krivirv;16/02/2012
-7.28;zriiulizpvirl;17/06/2006
12.37;vplve;21/02/2003
3.44;krivirv;17/12/2006
13.18;krivirv;25/05/2003
9.11;krivirv;20/08/2003
-8.45;krivirv;16/06/2004
-10.26;krivirv;31/08/2005
5.31;krivirv;25/07/2005
-5.97;krivirv;09/07/2005
3.61;krivirv;15/10/2005
7.04;krivirv;31/12/2005
-3.21;krivirv;24/05/2005
7.59;krivirv;12/06/2004
-9.43;krivirv;31/07/2005
-10.68;krivirv;26/05/2005
2.08;krivirv;17/09/2005
-0.62;krivirv;27/01/2006
-3.98;krivirv;06/02/2007
7.92;krivirv;25/07/2004
-9.63;krivirv;17/08/2006
-7.64;krivirv;02/09/2005
9.79;krivirv;22/08/2006
-1.31;krivirv;26/12/2007
-7.29;uepkpzeielvv;04/07/2003
-5.12;zriiulizpvirl;04/08/2002
-10.12;uepkpzeielvv;07/12/2008
-4.30;pkiielvpvirl;11/07/2010
3.08;zriiulizpvirl;06/07/2011
11.05;krivirv;17/10/2007
0.22;pkiielvpvirl;17/08/2001
-4.49;krivirv;08/03/2009
-5.99;vrpvpik;10/09/2010
-0.35;pkiielvpvirl;06/06/2004
3.94;pkiielvpvirl;20/12/2008
-6.40;uepkpzeielvv;16/05/2008
-6.16;zriiulizpvirl;17/10/2002
-7.00;zriiulizpvirl;06/03/2001
3.86;uepkpzeielvv;27/05/2005
6.72;krivirv;12/01/2005
2.61;uepkpzeielvv;12/06/2007
8.52;pkiielvpvirl;23/10/2011
-3.32;zriiulizpvirl;09/04/2002
-6.56;zriiulizpvirl;03/01/2000
0.40;uepkpzeielvv;09/05/2006
12.56;uepkpzeielvv;28/08/2004
3.34;krivirv;13/06/2008
8.71;krivirv;25/06/2003
11.09;uepkpzeielvv;16/04/2007
12.50;krivirv;21/06/2009
-4.34;pkiielvpvirl;12/01/2003
-4.34;krivirv;23/11/2002
2.63;krivirv;22/11/2003
6.14;krivirv;11/04/2005
0.85;puiilivvrpvirl;13/06/2005
1.99;puiilivvrpvirl;19/08/2005
-10.87;krivirv;12/06/2007
7.42;krivirv;23/02/2007
1.54;krivirv;03/09/2007
-2.51;krivirv;31/12/2010
5.81;krivirv;28/09/2007
9.75;pkiielvpvirl;06/03/2001
-5.32;uepkpzeielvv;07/08/2005
-2.72;krivirv;16/11/2009
1.33;krivirv;03/12/2001
2.00;krivirv;15/06/2002
11.31;pkiielvpvirl;28/08/2004
-6.45;pkiielvpvirl;13/02/2009
-4.34;pkiielvpvirl;11/11/2005
-1.02;zriiulizpvirl;23/11/2000
-5.86;krivirv;22/06/2007
7.41;zriiulizpvirl;12/06/2001
11.78;uepkpzeielvv;16/12/2010
-8.63;uepkpzeielvv;08/07/2011
-4.07;zriiulizpvirl;01/10/2000
-0.23;zriiulizpvirl;14/07/2001
10.27;krivirv;16/10/2003
5.36;krivirv;01/04/2001
-12.26;uepkpzeielvv;27/11/2006
-12.31;uepkpzeielvv;29/04/2006
1.57;uepkpzeielvv;02/04/2005
-8.09;uepkpzeielvv;27/08/2007
-3.00;vplve;24/11/2002
-7.06;uepkpzeielvv;22/10/2005
10.92;uepkpzeielvv;22/12/2004
-4.38;krivirv;03/07/2000
8.74;krivirv;26/01/2008
1.69;uepkpzeielvv;30/10/2009
8.81;uepkpzeielvv;19/07/2010
-2.60;uepkpzeielvv;07/04/2010
5.55;uepkpzeielvv;20/08/2009
-9.84;zriiulizpvirl;09/05/2002
3.62;pkiielvpvirl;30/11/2002
6.71;pkiielvpvirl;10/05/2004
-0.32;krivirv;06/09/2002
4.38;krivirv;03/08/2003
0.04;krivirv;13/10/2002
5.17;krivirv;25/03/2003
-5.94;krivirv;25/04/2003
6.50;krivirv;07/01/2005
-12.06;puiilivvrpvirl;24/03/2005
-10.95;uepkpzeielvv;11/11/2004
10.34;krivirv;08/05/2004
2.00;uepkpzeielvv;17/05/2006
-3.55;krivirv;29/08/2007
3.90;krivirv;29/10/2006
-2.76;zriiulizpvirl;05/10/2007
-0.46;zriiulizpvirl;22/05/2008
-3.02;zriiulizpvirl;26/08/2007
-7.36;krivirv;22/05/2008
-4.21;uepkpzeielvv;17/11/2008
10.76;krivirv;31/08/2009
-11.78;uepkpzeielvv;21/01/2006
9.06;krivirv;19/09/2001
-7.96;uepkpzeielvv;21/01/2009
10.00;uepkpzeielvv;18/01/2009
-4.98;uepkpzeielvv;08/04/2011
5.61;uepkpzeielvv;09/06/2009
-11.47;uepkpzeielvv;29/07/2007
3.24;pkiielvpvirl;14/02/2001
1.03;krivirv;15/04/2008
-0.70;opbivpvirl;24/04/2007
-9.20;pkiielvpvirl;04/08/2001
-11.79;pkiielvpvirl;28/11/2007
10.98;pkiielvpvirl;30/05/2011
-5.88;pkiielvpvirl;26/09/2005
-2.29;vplve;25/03/2007
-11.64;vplve;19/11/2004
-10.10;pkiielvpvirl;06/11/2003
0.71;krivirv;04/11/2005
7.74;krivirv;10/05/2006
5.93;krivirv;24/10/2005
6.45;krivirv;19/05/2007
-2.95;krivirv;22/12/2005
-2.25;krivirv;19/01/2000
-5.44;pkiielvpvirl;26/06/2007
-2.32;krivirv;28/05/2002
-1.02;pkiielvpvirl;06/12/2001
10.31;zriiulizpvirl;18/06/2002
-1.74;vplve;07/10/2009
-9.67;uepkpzeielvv;16/11/2003
-8.63;uepkpzeielvv;11/05/2009
5.52;zriiulizpvirl;25/11/2000
9.89;puiilivvrpvirl;05/07/2001
3.12;krivirv;25/08/2002
2.26;pkiielvpvirl;13/03/2006
-0.89;krivirv;12/05/2006
10.24;krivirv;06/04/2009
-6.49;puiilivvrpvirl;09/07/2009
6.86;krivirv;13/09/2009
-5.28;uepkpzeielvv;26/06/2009
-4.09;uepkpzeielvv;22/05/2009
-8.92;vplve;08/01/2011
11.23;uepkpzeielvv;24/09/2007
-2.24;uepkpzeielvv;17/05/2009
10.92;uepkpzeielvv;15/07/2007
-0.40;uepkpzeielvv;19/05/2009
2.96;uepkpzeielvv;11/02/2008
-8.76;uepkpzeielvv;11/11/2008
-7.45;uepkpzeielvv;25/08/2007
5.50;krivirv;04/05/2007
8.38;pkiielvpvirl;21/09/2002
-4.21;pkiielvpvirl;04/02/2005
5.95;pkiielvpvirl;18/10/2008
-6.62;krivirv;26/08/2008
-7.10;pkiielvpvirl;09/09/2003
2.57;uepkpzeielvv;12/07/2003
-5.67;uepkpzeielvv;27/05/2006
7.13;uepkpzeielvv;01/01/2006
-0.52;uepkpzeielvv;17/09/2006
-6.12;uepkpzeielvv;14/01/2007
-6.38;uepkpzeielvv;05/09/2008
1.79;uepkpzeielvv;27/03/2008
-3.68;uepkpzeielvv;19/08/2007
-8.42;uepkpzeielvv;26/09/2008
2.10;uepkpzeielvv;11/03/2009
0.45;pkiielvpvirl;08/03/2008
0.90;pkiielvpvirl;25/05/2003
8.99;pkiielvpvirl;27/02/2010
-2.32;krivirv;10/07/2012
0.98;uepkpzeielvv;04/03/2006
5.95;krivirv;07/09/2010
-4.10;krivirv;13/05/2002
-2.35;krivirv;17/06/2002
-2.92;krivirv;02/01/2003
-6.31;krivirv;21/04/2004
-6.91;krivirv;02/03/2004
-4.83;krivirv;24/02/2004
-3.71;opbivpvirl;11/02/2004
-2.38;uepkpzeielvv;26/04/2008
-6.80;uepkpzeielvv;03/02/2008
-1.26;krivirv;11/02/2010
6.13;uepkpzeielvv;23/09/2009
-2.66;krivirv;20/09/2004
6.85;krivirv;23/02/2008
-4.37;krivirv;29/10/1999
9.63;krivirv;28/04/2001
6.68;vplve;28/11/2002
-1.31;pkiielvpvirl;17/11/2002
-5.24;pkiielvpvirl;12/08/2005
-6.74;pkiielvpvirl;23/10/2001
